10,7,-0- ,-0- ,"Panama",-0- 
4147,2124,"c/o GRUPO SANTA LTDA.","Cali","Colombia",-0- 
4147,2125,"c/o AUREAL INMOBILIARIA LTDA.","Bogota","Colombia",-0- 
4149,2126,"c/o INVERSIONES SANTA LTDA.","Cali","Colombia",-0- 
4149,4736,"Calle 21 Norte No. 3N-84","Cali","Colombia",-0- 
4149,4737,"c/o CAVIEDES DILEO Y CIA S.C.S.","Cali","Colombia",-0- 
4152,2128,"c/o GRUPO SANTA LTDA.","Cali","Colombia",-0- 
4152,2129,"c/o SOCIEDAD CONSTRUCTORA LA CASCADA S.A.","Cali","Colombia",-0- 
4154,2130,"c/o GANADERA LTDA.","Cali","Colombia",-0- 
4156,2131,"c/o LABORATORIOS GENERICOS VETERINARIOS DE COLOMBIA S.A.","Bogota","Colombia",-0- 
4156,2132,"c/o PENTA PHARMA DE COLOMBIA S.A.","Bogota","Colombia",-0- 
4156,2133,"c/o SERVICIOS SOCIALES LTDA.","Cali","Colombia",-0- 
4156,2134,"c/o ALFA PHARMA S.A.","Bogota","Colombia",-0- 
4156,2135,"c/o BLANCO PHARMA S.A.","Bogota","Colombia",-0- 
4156,2136,"c/o CREACIONES DEPORTIVAS WILLINGTON LTDA.","Cali","Colombia",-0- 
4156,2137,"c/o FARMATODO S.A.","Bogota","Colombia",-0- 
4156,2138,"c/o INVERSIONES GEELE LTDA.","Bogota","Colombia",-0- 
4156,2139,"c/o LABORATORIOS BLAIMAR DE COLOMBIA S.A.","Bogota","Colombia",-0- 
4156,2140,"c/o LABORATORIOS KRESSFOR DE COLOMBIA S.A.","Bogota","Colombia",-0- 
4156,2141,"c/o DISTRIBUIDORA DE DROGAS LA REBAJA S.A.","Bogota","Colombia",-0- 
4156,6096,"c/o DROCARD S.A.","Bogota","Colombia",-0- 
4156,6097,"c/o BONOMERCAD S.A.","Bogota","Colombia",-0- 
4156,6098,"c/o DECAFARMA S.A.","Bogota","Colombia",-0- 
4158,2142,"c/o SERVICIOS SOCIALES LTDA.","Barranquilla","Colombia",-0- 
4158,2143,"c/o INVERSIONES GEELE LTDA.","Bogota","Colombia",-0- 
4158,2144,"c/o LABORATORIOS GENERICOS VETERINARIOS DE COLOMBIA S.A.","Bogota","Colombia",-0- 
4158,2145,"c/o LABORATORIOS KRESSFOR DE COLOMBIA S.A.","Bogota","Colombia",-0- 
4158,2146,"c/o BLANCO PHARMA S.A.","Bogota","Colombia",-0- 
4158,6100,"c/o INVERSIONES KANTON LTDA., Cucuta","Norte de Santander","Colombia",-0- 
4159,2147,"c/o DISTRIBUIDORA DE DROGAS CONDOR LTDA.","Bogota","Colombia",-0- 
4159,2148,"c/o DEPOSITO POPULAR DE DROGAS S.A.","Cali","Colombia",-0- 
4159,2149,"c/o DERECHO INTEGRAL Y CIA. LTDA.","Cali","Colombia",-0- 
4159,2150,"c/o DISTRIBUIDORA MIGIL LTDA.","Cali","Colombia",-0- 
4160,2151,"c/o DISTRIBUIDORA DE DROGAS CONDOR LTDA.","Bogota","Colombia",-0- 
4160,2152,"c/o DISTRIBUIDORA MIGIL LTDA.","Cali","Colombia",-0- 
4160,2153,"c/o DISTRIBUIDORA DE DROGAS LA REBAJA S.A.","Bogota","Colombia",-0- 
4160,2154,"c/o DEPOSITO POPULAR DE DROGAS S.A.","Cali","Colombia",-0- 
4160,2155,"c/o INTERAMERICA DE CONSTRUCCIONES S.A.","Cali","Colombia",-0- 
4160,2156,"c/o INVERSIONES CAMINO REAL S.A.","Cali","Colombia",-0- 
4160,2157,"c/o BLANCO PHARMA S.A.","Bogota","Colombia",-0- 
4160,2158,"c/o DROGAS LA REBAJA BOGOTA S.A.","Bogota","Colombia",-0- 
4160,2159,"c/o FARMATODO S.A.","Bogota","Colombia",-0- 
4160,2160,"c/o LABORATORIOS BLAIMAR DE COLOMBIA S.A.","Bogota","Colombia",-0- 
4160,2161,"c/o LABORATORIOS KRESSFOR DE COLOMBIA S.A.","Bogota","Colombia",-0- 
4161,2162,"c/o LABORATORIOS KRESSFOR DE COLOMBIA S.A.","Bogota","Colombia",-0- 
4162,2163,"c/o LABORATORIOS KRESSFOR DE COLOMBIA S.A.","Bogota","Colombia",-0- 
4162,2164,"c/o BLANCO PHARMA S.A.","Bogota","Colombia",-0- 
4162,2165,"c/o LABORATORIOS GENERICOS VETERINARIOS DE COLOMBIA S.A.","Bogota","Colombia",-0- 
4163,2166,"c/o SERVICIOS SOCIALES LTDA.","Bogota","Colombia",-0- 
4163,2167,"c/o LABORATORIOS GENERICOS VETERINARIOS DE COLOMBIA S.A.","Bogota","Colombia",-0- 
4163,2168,"c/o PENTA PHARMA DE COLOMBIA S.A.","Bogota","Colombia",-0- 
4163,2169,"c/o LABORATORIOS KRESSFOR DE COLOMBIA S.A.","Bogota","Colombia",-0- 
4163,2170,"c/o INVERSIONES GEELE LTDA.","Bogota","Colombia",-0- 
4164,2171,"c/o SOCIEDAD CONSTRUCTORA LA CASCADA S.A.","Cali","Colombia",-0- 
4164,2172,"c/o INVERSIONES SANTA LTDA.","Cali","Colombia",-0- 
4164,2173,"c/o GRUPO SANTA LTDA.","Cali","Colombia",-0- 
4165,2174,"c/o DISTRIBUIDORA DE DROGAS CONDOR LTDA.","Bogota","Colombia",-0- 
4165,2175,"c/o DEPOSITO POPULAR DE DROGAS S.A.","Cali","Colombia",-0- 
4165,2176,"c/o INVERSIONES RODRIGUEZ MORENO Y CIA. S. EN C.","Cali","Colombia",-0- 
4165,2177,"c/o ALFA PHARMA S.A.","Bogota","Colombia",-0- 
4166,4156,"c/o MARIELA DE RODRIGUEZ Y CIA. S. EN C.","Cali","Colombia",-0- 
4166,4157,"c/o INVERSIONES Y CONSTRUCCIONES COSMOVALLE LTDA.","Cali","Colombia",-0- 
4166,4158,"c/o COMPAX LTDA.","Cali","Colombia",-0- 
4166,4159,"c/o LABORATORIOS KRESSFOR DE COLOMBIA S.A.","Bogota","Colombia",-0- 
4166,4160,"c/o CORPORACION DEPORTIVA AMERICA","Cali","Colombia",-0- 
4166,4161,"c/o INVERSIONES MONDRAGON Y CIA. S.C.S.","Cali","Colombia",-0- 
4166,4162,"c/o MARIELA MONDRAGON DE R. Y CIA. S. EN C.","Cali","Colombia",-0- 
4166,6107,"c/o CREDIREBAJA S.A.","Cali","Colombia",-0- 
4166,6108,"c/o INVERSIONES Y DISTRIBUCIONES A M M LTDA.","Cali","Colombia",-0- 
4167,4167,"c/o BLANCO PHARMA S.A.","Bogota","Colombia",-0- 
4167,4168,"c/o DEPOSITO POPULAR DE DROGAS S.A.","Cali","Colombia",-0- 
4167,4169,"c/o DISTRIBUIDORA DE DROGAS CONDOR LTDA.","Bogota","Colombia",-0- 
4167,4170,"c/o DISTRIBUIDORA DE DROGAS LA REBAJA S.A.","Bogota","Colombia",-0- 
4167,4171,"c/o DISTRIBUIDORA MIGIL LTDA.","Cali","Colombia",-0- 
4167,4172,"c/o LABORATORIOS BLAIMAR DE COLOMBIA S.A.","Bogota","Colombia",-0- 
4167,4173,"c/o LABORATORIOS KRESSFOR DE COLOMBIA S.A.","Bogota","Colombia",-0- 
4167,4174,"c/o GRACADAL S.A.","Cali","Colombia",-0- 
4167,4175,"c/o INVERSIONES Y CONSTRUCCIONES ABC S.A.","Cali","Colombia",-0- 
4167,4738,"c/o CREDIREBAJA S.A.","Cali","Colombia",-0- 
4167,6109,"c/o ASESORIAS ECONOMICAS MUNOZ SANTACOLOMA E.U.","Cali","Colombia",-0- 
4167,6110,"c/o ASPOIR DEL PACIFICO Y CIA. LTDA.","Cali","Colombia",-0- 
4167,6111,"c/o COMERCIALIZADORA INTERTEL S.A.","Cali","Colombia",-0- 
4167,6112,"c/o CONTACTEL COMUNICACIONES S.A.","Cali","Colombia",-0- 
4167,6113,"c/o DISTRIBUIDORA SANAR DE COLOMBIA S.A.","Cali","Colombia",-0- 
4167,6114,"c/o REPRESENTACIONES Y DISTRIBUCIONES HUERTAS Y ASOCIADOS S.A.","Bogota","Colombia",-0- 
4167,7190,"c/o FUNDASER","Cali","Colombia",-0- 
4167,7191,"c/o LATINFAMRACOS S.A.","Quito","Ecuador",-0- 
4168,4176,"c/o BLANCO PHARMA S.A.","Bogota","Colombia",-0- 
4168,4177,"c/o LABORATORIOS BLAIMAR DE COLOMBIA S.A.","Bogota","Colombia",-0- 
4168,4178,"c/o DISTRIBUIDORA DE DROGAS LA REBAJA S.A.","Bogota","Colombia",-0- 
4168,4179,"c/o LABORATORIOS KRESSFOR DE COLOMBIA S.A.","Bogota","Colombia",-0- 
4168,4180,"c/o RADIO UNIDAS FM S.A.","Cali","Colombia",-0- 
4168,4181,"c/o DISTRIBUIDORA DE DROGAS CONDOR LTDA.","Bogota","Colombia",-0- 
4168,4182,"c/o DISTRIBUIDORA MIGIL LTDA.","Cali","Colombia",-0- 
4168,4183,"c/o DEPOSITO POPULAR DE DROGAS S.A.","Cali","Colombia",-0- 
4168,4184,"c/o INVERSIONES Y CONSTRUCCIONES ABC S.A.","Cali","Colombia",-0- 
4168,4739,"c/o SORAYA Y HAYDEE LTDA.","Cali","Colombia",-0- 
4168,6115,"c/o 2000-DODGE S.L.","Madrid","Spain",-0- 
4168,7192,"c/o FUNDASER","Cali","Colombia",-0- 
4168,7193,"c/o LATINFAMRACOS S.A.","Quito","Ecuador",-0- 
4169,2178,"c/o DEPOSITO POPULAR DE DROGAS S.A.","Cali","Colombia",-0- 
4169,2179,"c/o DISTRIBUIDORA DE DROGAS CONDOR LTDA.","Bogota","Colombia",-0- 
4169,9352,"Carrera 65 No. 13B-125 apt. 307","Cali","Colombia",-0- 
4170,2180,"c/o LABORATORIOS BLAIMAR DE COLOMBIA S.A.","Bogota","Colombia",-0- 
4170,2181,"c/o DISTRIBUIDORA DE DROGAS LA REBAJA S.A.","Bogota","Colombia",-0- 
4170,2182,"c/o INVERSIONES MOMPAX LTDA.","Cali","Colombia",-0- 
4170,6295,"c/o SERVICIOS MYRAL E.U.","Cali","Colombia",-0- 
4172,4250,"c/o DISTRIBUIDORA MIGIL LTDA.","Cali","Colombia",-0- 
4172,4251,"c/o DERECHO INTEGRAL Y CIA. LTDA.","Cali","Colombia",-0- 
4172,4252,"c/o M. RODRIGUEZ O. Y CIA. S. EN C.","Cali","Colombia",-0- 
4172,4253,"c/o INVERSIONES MIGUEL RODRIGUEZ E HIJO","Cali","Colombia",-0- 
4172,4254,"c/o DISTRIBUIDORA DE DROGAS CONDOR LTDA.","Bogota","Colombia",-0- 
4172,4255,"c/o INVERSIONES ARA LTDA.","Cali","Colombia",-0- 
4172,4256,"c/o INTERAMERICA DE CONSTRUCCIONES S.A.","Cali","Colombia",-0- 
4172,4257,"c/o DEPOSITO POPULAR DE DROGAS S.A.","Cali","Colombia",-0- 
4172,4258,"c/o ANDINA DE CONSTRUCCIONES S.A.","Cali","Colombia",-0- 
4172,4259,"c/o DISTRIBUIDORA DE DROGAS LA REBAJA S.A.","Bogota","Colombia",-0- 
4172,4260,"c/o BLANCO PHARMA S.A.","Bogota","Colombia",-0- 
4172,4261,"c/o LABORATORIOS BLAIMAR DE COLOMBIA S.A.","Bogota","Colombia",-0- 
4172,4262,"c/o RADIO UNIDAS FM S.A.","Cali","Colombia",-0- 
4172,4263,"c/o ASPOIR DEL PACIFICO Y CIA. LTDA.","Cali","Colombia",-0- 
4172,4264,"c/o RIONAP COMERCIO Y REPRESENTACIONES S.A.","Quito","Ecuador",-0- 
4172,4265,"c/o VALORES MOBILIARIOS DE OCCIDENTE S.A.","Bogota","Colombia",-0- 
4172,4266,"c/o LABORATORIOS KRESSFOR DE COLOMBIA S.A.","Bogota","Colombia",-0- 
4172,4267,"c/o REVISTA DEL AMERICA LTDA.","Cali","Colombia",-0- 
4172,4268,"c/o MUNOZ Y RODRIGUEZ Y CIA. LTDA.","Cali","Colombia",-0- 
4172,4269,"c/o CLAUDIA PILAR RODRIGUEZ Y CIA. S.C.S.","Bogota","Colombia",-0- 
4172,4596,"c/o PRODUCCIONES CARNAVAL DEL NORTE Y COMPANIA LIMITADA","Cali","Colombia",-0- 
4172,4742,"c/o CREDIREBAJA S.A.","Cali","Colombia",-0- 
4172,6125,"c/o ASISTENCIA PROFESIONAL ESPECIALIZADA EN COLOMBIA LIMITADA","Cali","Colombia",-0- 
4172,6126,"c/o BONOMERCAD S.A.","Bogota","Colombia",-0- 
4172,6127,"c/o DECAFARMA S.A.","Bogota","Colombia",-0- 
4172,6128,"c/o DROCARD S.A.","Bogota","Colombia",-0- 
4172,6297,"c/o SEGUWRA DEL VALLE E.U.","Cali","Colombia",-0- 
4172,10178,"c/o ALERO S.A.","Cali","Colombia",-0- 
4173,2183,"c/o INVERSIONES ARA LTDA.","Cali","Colombia",-0- 
4173,4597,"c/o PRODUCCIONES CARNAVAL DEL NORTE Y COMPANIA LIMITADA","Cali","Colombia",-0- 
4173,6129,"c/o ASISTENCIA PROFESIONAL ESPECIALIZADA EN COLOMBIA LIMITADA","Cali","Colombia",-0- 
4173,6130,"c/o BONOMERCAD S.A.","Bogota","Colombia",-0- 
4173,6131,"c/o CREDIREBAJA S.A.","Cali","Colombia",-0- 
4173,6132,"c/o DECAFARMA S.A.","Bogota","Colombia",-0- 
4173,6133,"c/o DROCARD S.A.","Bogota","Colombia",-0- 
4173,6298,"c/o CRASESORIAS E.U.","Cali","Colombia",-0- 
4173,7178,"c/o FUNDASER","Cali","Colombia",-0- 
4173,7179,"c/o INVERSIONES CARFENI","S.L., Madrid","Spain",-0- 
4175,4284,"c/o MAXITIENDAS TODO EN UNO","Cali","Colombia",-0- 
4175,4285,"c/o PENTA PHARMA DE COLOMBIA S.A.","Bogota","Colombia",-0- 
4175,4286,"c/o RADIO UNIDAS FM S.A.","Cali","Colombia",-0- 
4175,4287,"c/o RIONAP COMERCIO Y REPRESENTACIONES S.A.","Quito","Ecuador",-0- 
4175,4288,"c/o DISTRIBUIDORA DE DROGAS CONDOR LTDA.","Bogota","Colombia",-0- 
4175,4289,"c/o DISTRIBUIDORA DE DROGAS LA REBAJA S.A.","Bogota","Colombia",-0- 
4175,4290,"c/o DISTRIBUIDORA MIGIL LTDA.","Cali","Colombia",-0- 
4175,4291,"c/o LABORATORIOS BLAIMAR DE COLOMBIA S.A.","Bogota","Colombia",-0- 
4175,4292,"c/o LABORATORIOS KRESSFOR DE COLOMBIA S.A.","Bogota","Colombia",-0- 
4175,4293,"c/o GRACADAL S.A.","Cali","Colombia",-0- 
4175,4294,"c/o INTERAMERICA DE CONSTRUCCIONES S.A.","Cali","Colombia",-0- 
4175,4295,"c/o ANDINA DE CONSTRUCCIONES S.A.","Cali","Colombia",-0- 
4175,4296,"c/o BLANCO PHARMA S.A.","Bogota","Colombia",-0- 
4175,4297,"c/o DEPOSITO POPULAR DE DROGAS S.A.","Cali","Colombia",-0- 
4175,4298,"c/o FARMATODO S.A.","Bogota","Colombia",-0- 
4175,4299,"c/o MARIELA DE RODRIGUEZ Y CIA. S. EN C.","Cali","Colombia",-0- 
4175,4300,"c/o CLAUDIA PILAR RODRIGUEZ Y CIA. S.C.S.","Bogota","Colombia",-0- 
4175,4301,"c/o D'CACHE S.A.","Cali","Colombia",-0- 
4175,4302,"c/o INDUSTRIAL DE GESTION DE NEGOCIOS E.U.","Cali","Colombia",-0- 
4175,4303,"c/o INVERSIONES MONDRAGON Y CIA. S.C.S.","Cali","Colombia",-0- 
4175,4746,"c/o CREDIREBAJA S.A.","Cali","Colombia",-0- 
4175,6148,"c/o ADMINISTRADORA DE SERVICIOS VARIOS CALIMA S.A.","Cali","Colombia",-0- 
4175,6149,"c/o ASESORIAS PROFESIONALES ESPECIALIZADAS EN NEGOCIOS E.U.","Cali","Colombia",-0- 
4175,6150,"c/o BONOMERCAD S.A.","Bogota","Colombia",-0- 
4175,6151,"c/o CODISA","Bogota","Colombia",-0- 
4175,6152,"c/o COMERCIALIZADORA INTERTEL S.A.","Cali","Colombia",-0- 
4175,6153,"c/o COPSERVIR LTDA.","Bogota","Colombia",-0- 
4175,6154,"c/o COSMEPOP","Bogota","Colombia",-0- 
4175,6155,"c/o DECAFARMA S.A.","Bogota","Colombia",-0- 
4175,6156,"c/o DROCARD S.A.","Bogota","Colombia",-0- 
4175,6157,"c/o FARMACOOP","Bogota","Colombia",-0- 
4175,6158,"c/o DISTRIBUIDORA SANAR DE COLOMBIA S.A.","Cali","Colombia",-0- 
4175,6159,"c/o FOGENSA S.A.","Bogota","Colombia",-0- 
4175,6160,"c/o PROSALUD Y BIENESTAR S.A.","Cali","Colombia",-0- 
4175,6161,"c/o REPRESENTACIONES Y DISTRIBUCIONES HUERTAS Y ASOCIADOS S.A.","Bogota","Colombia",-0- 
4175,6162,"c/o VALORES CORPORATIVOS ESPANOLES S.L.","Madrid","Spain",-0- 
4175,7186,"c/o FUNDASER","Cali","Colombia",-0- 
4175,7187,"c/o LATINFAMRACOS S.A.","Quito","Ecuador",-0- 
4175,10179,"c/o ALERO S.A.","Cali","Colombia",-0- 
4176,4304,"c/o PLASTICOS CONDOR LTDA.","Cali","Colombia",-0- 
4176,4305,"c/o LABORATORIOS KRESSFOR DE COLOMBIA S.A.","Bogota","Colombia",-0- 
4176,4306,"c/o FLEXOEMPAQUES LTDA.","Cali","Colombia",-0- 
4176,4307,"c/o GRACADAL S.A.","Cali","Colombia",-0- 
4176,4308,"c/o LABORATORIOS BLAIMAR DE COLOMBIA S.A.","Bogota","Colombia",-0- 
4176,4309,"c/o MARIELA DE RODRIGUEZ Y CIA. S. EN C.","Cali","Colombia",-0- 
4176,4310,"c/o PENTA PHARMA DE COLOMBIA S.A.","Bogota","Colombia",-0- 
4176,4311,"c/o DISTRIBUIDORA MIGIL LTDA.","Cali","Colombia",-0- 
4176,4312,"c/o RIONAP COMERCIO Y REPRESENTACIONES S.A.","Quito","Ecuador",-0- 
4176,4313,"c/o DISTRIBUIDORA DE DROGAS CONDOR LTDA.","Bogota","Colombia",-0- 
4176,4314,"c/o DISTRIBUIDORA DE DROGAS LA REBAJA S.A.","Bogota","Colombia",-0- 
4176,4315,"c/o DEPOSITO POPULAR DE DROGAS S.A.","Cali","Colombia",-0- 
4176,4316,"c/o FARMATODO S.A.","Bogota","Colombia",-0- 
4176,4317,"c/o BLANCO PHARMA S.A.","Bogota","Colombia",-0- 
4176,4318,"c/o CORPORACION DEPORTIVA AMERICA","Cali","Colombia",-0- 
4176,4319,"c/o D'CACHE S.A.","Cali","Colombia",-0- 
4176,4320,"c/o INVERSIONES MONDRAGON Y CIA. S.C.S.","Cali","Colombia",-0- 
4176,4747,"c/o CREDIREBAJA S.A.","Cali","Colombia",-0- 
4176,6163,"c/o ASESORIAS DE INGENIERIA EMPRESA UNIPERSONAL","Cali","Colombia",-0- 
4176,6164,"c/o BONOMERCAD S.A.","Bogota","Colombia",-0- 
4176,6165,"c/o DECAFARMA S.A.","Bogota","Colombia",-0- 
4176,6166,"c/o DROCARD S.A.","Bogota","Colombia",-0- 
4176,6167,"c/o INVERSIONES Y CONSTRUCCIONES COSMOVALLE LTDA.","Cali","Colombia",-0- 
4176,6168,"c/o JAROMO INVERSIONES S.L.","Madrid","Spain",-0- 
4176,6169,"c/o PROSPECTIVA EMPRESA UNIPERSONAL","Cali","Colombia",-0- 
4176,6170,"c/o REPRESENTACIONES Y DISTRIBUCIONES HUERTAS Y ASOCIADOS S.A.","Bogota","Colombia",-0- 
4176,6171,"c/o SERVICIOS DE LA SABANA E.U.","Bogota","Colombia",-0- 
4176,7188,"c/o FUNDASER","Cali","Colombia",-0- 
4176,7189,"c/o LATINFAMRACOS S.A.","Quito","Ecuador",-0- 
4176,10180,"c/o ALERO S.A.","Cali","Colombia",-0- 
4177,4321,"c/o BLANCO PHARMA S.A.","Bogota","Colombia",-0- 
4177,4322,"c/o DEPOSITO POPULAR DE DROGAS S.A.","Cali","Colombia",-0- 
4177,4323,"c/o DISTRIBUIDORA MIGIL LTDA.","Cali","Colombia",-0- 
4177,4324,"c/o MARIELA DE RODRIGUEZ Y CIA. S. EN C.","Cali","Colombia",-0- 
4177,4325,"c/o PENTA PHARMA DE COLOMBIA S.A.","Bogota","Colombia",-0- 
4177,4326,"c/o TOBOGON","Cali","Colombia",-0- 
4177,4327,"c/o DISTRIBUIDORA DE DROGAS CONDOR LTDA.","Bogota","Colombia",-0- 
4177,4328,"c/o DISTRIBUIDORA DE DROGAS LA REBAJA S.A.","Bogota","Colombia",-0- 
4177,4329,"c/o LABORATORIOS BLAIMAR DE COLOMBIA S.A.","Bogota","Colombia",-0- 
4177,4330,"c/o GRACADAL S.A.","Cali","Colombia",-0- 
4177,4331,"c/o INTERAMERICA DE CONSTRUCCIONES S.A.","Cali","Colombia",-0- 
4177,4332,"c/o CORPORACION DEPORTIVA AMERICA","Cali","Colombia",-0- 
4177,4333,"c/o D'CACHE S.A.","Cali","Colombia",-0- 
4177,4334,"c/o INVERSIONES MONDRAGON Y CIA. S.C.S.","Cali","Colombia",-0- 
4177,4335,"c/o MARIELA MONDRAGON DE R. Y CIA. S. EN C.","Cali","Colombia",-0- 
4177,4745,"c/o CREDIREBAJA S.A.","Cali","Colombia",-0- 
4177,6144,"c/o CUSTOMER NETWORKS S.L.","Madrid","Spain",-0- 
4177,6145,"c/o DROCARD S.A.","Bogota","Colombia",-0- 
4177,6146,"c/o INVERSIONES INMOBILIARIAS VALERIA S.L.","Madrid","Spain",-0- 
4177,6147,"c/o INVERSIONES Y CONSTRUCCIONES COSMOVALLE LTDA.","Cali","Colombia",-0- 
4177,6299,"c/o SISTEMAS Y SERVICIOS TECNICOS EMPRESA UNIPERSONAL","Cali","Colombia",-0- 
4177,7194,"c/o FUNDASER","Cali","Colombia",-0- 
4177,10181,"c/o ALERO S.A.","Cali","Colombia",-0- 
4179,4277,"c/o RADIO UNIDAS FM S.A.","Cali","Colombia",-0- 
4179,4278,"c/o DISTRIBUIDORA MIGIL LTDA.","Cali","Colombia",-0- 
4179,4279,"c/o CREACIONES DEPORTIVAS WILLINGTON LTDA.","Cali","Colombia",-0- 
4179,4280,"c/o HAYDEE DE MUNOZ Y CIA. S. EN C.","Cali","Colombia",-0- 
4179,4281,"c/o DISTRIBUIDORA DE DROGAS CONDOR LTDA.","Bogota","Colombia",-0- 
4179,4282,"c/o BLANCO PHARMA S.A.","Bogota","Colombia",-0- 
4179,4283,"c/o CORPORACION DEPORTIVA AMERICA","Cali","Colombia",-0- 
4179,4744,"c/o SORAYA Y HAYDEE LTDA.","Cali","Colombia",-0- 
4180,4346,"c/o INTERAMERICANA DE CONSTRUCCIONES S.A.","Cali","Colombia",-0- 
4180,4347,"c/o FARMATODO S.A.","Bogota","Colombia",-0- 
4180,4348,"c/o LABORATORIOS BLAIMAR DE COLOMBIA S.A.","Bogota","Colombia",-0- 
4180,4349,"c/o DISTRIBUIDORA DE DROGAS CONDOR LTDA.","Bogota","Colombia",-0- 
4180,4350,"c/o DISTRIBUIDORA DE DROGAS LA REBAJA S.A.","Bogota","Colombia",-0- 
4180,4351,"c/o DISTRIBUIDORA MIGIL LTDA.","Cali","Colombia",-0- 
4180,4352,"c/o LABORATORIOS KRESSFOR DE COLOMBIA S.A.","Bogota","Colombia",-0- 
4180,4353,"c/o GRACADAL S.A.","Cali","Colombia",-0- 
4180,4354,"c/o DEPOSITO POPULAR DE DROGAS S.A.","Cali","Colombia",-0- 
4180,4355,"c/o CLAUDIA PILAR RODRIGUEZ Y CIA. S.C.S.","Bogota","Colombia",-0- 
4180,4356,"c/o D'CACHE S.A.","Cali","Colombia",-0- 
4180,4748,"c/o CREDIREBAJA S.A.","Cali","Colombia",-0- 
4180,6173,"c/o BONOMERCAD S.A.","Bogota","Colombia",-0- 
4180,6174,"c/o DEFAFARMA S.A.","Bogota","Colombia",-0- 
4180,6175,"c/o DIRECCION COMERCIAL Y MARKETING CONSULTORIA EMPRESA UNIPERSONAL","Bogota","Colombia",-0- 
4180,6176,"c/o DROCARD S.A.","Bogota","Colombia",-0- 
4180,6177,"c/o INVERSIONES CLAUPI S.L.","Madrid","Colombia",-0- 
4180,10183,"c/o ALERO S.A.","Cali","Colombia",-0- 
4181,4372,"c/o SOCIEDAD CONSTRUCTORA LA CASCADA S.A.","Cali","Colombia",-0- 
4181,4373,"c/o AUREAL INMOBILIARIA LTDA.","Bogota","Colombia",-0- 
4181,4374,"c/o INMOBILIARIA SAMARIA LTDA.","Cali","Colombia",-0- 
4181,4375,"c/o SAMARIA LTDA.","Cali","Colombia",-0- 
4181,4376,"c/o INVERSIONES SANTA LTDA.","Cali","Colombia",-0- 
4181,4377,"c/o COMERCIALIZACION Y FINANCIACION DE AUTOMOTORES S.A.","Cali","Colombia",-0- 
4181,4378,"c/o INVERSIONES INTEGRAL LTDA.","Cali","Colombia",-0- 
4181,4379,"c/o MIRALUNA LTDA.","Cali","Colombia",-0- 
4181,4380,"c/o URBANIZACIONES Y CONSTRUCCIONES LTDA., DE CALI","Cali","Colombia",-0- 
4183,2184,"c/o AUREAL INMOBILIARIA LTDA.","Bogota","Colombia",-0- 
4186,2186,"c/o ANGLO-CARIBBEAN SHIPPING CO. LTD., 4th Floor, South Phase 2, South Quay Plaza II, 183, March Wall","London","United Kingdom",-0- 
4187,2187,"c/o ANGLO-CARIBBEAN SHIPPING CO. LTD., 4th Floor, South Phase 2, South Quay Plaza II, 183, March Wall","London","United Kingdom",-0- 
4188,2188,"c/o MELFI MARINE CORPORATION S.A., Oficina 7, Edificio Senorial, Calle 50, Apartado 31","Panama City 5","Panama",-0- 
4189,2189,"c/o EMPRESA ANTILLANA DE SALVAMENTO, 4th Floor, Lonja del Comercio, Havana Vieja","Havana","Cuba",-0- 
4190,2190,"c/o EMPRESA DE NAVEGACION MAMBISA, Apartado 543, San Ignacio 104","Havana","Cuba",-0- 
4191,2191,"c/o EMPRESA DE NAVEGACION MAMBISA, Apartado 543, San Ignacio 104","Havana","Cuba",-0- 
4192,2192,"c/o EMPRESA DE NAVEGACION MAMBISA, Apartado 543, San Ignacio 104","Havana","Cuba",-0- 
4193,2193,"c/o EMPRESA DE NAVEGACION MAMBISA, Apartado 543, San Ignacio 104","Havana","Cuba",-0- 
4194,2194,"c/o EMPRESA DE NAVEGACION MAMBISA, Apartado 543, San Ignacio 104","Havana","Cuba",-0- 
4195,2195,"c/o EMPRESA DE NAVEGACION MAMBISA, Apartado 543, San Ignacio 104","Havana","Cuba",-0- 
4196,2196,"c/o EMPRESA DE NAVEGACION MAMBISA, Apartado 543, San Ignacio 104","Havana","Cuba",-0- 
4197,2197,"c/o EMPRESA DE NAVEGACION MAMBISA, Apartado 543, San Ignacio 104","Havana","Cuba",-0- 
4198,2198,"c/o ANGLO-CARIBBEAN SHIPPING CO. LTD., 4th Floor, South Phase 2, South Quay Plaza II, 183, March Wall","London","United Kingdom",-0- 
4199,2199,"c/o MELFI MARINE CORPORATION S.A., Oficina 7, Edificio Senorial, Calle 50, Apartado 31","Panama City 5","Panama",-0- 
4200,2200,"c/o EMPRESA DE NAVEGACION MAMBISA, Apartado 543, San Ignacio 104","Havana","Cuba",-0- 
4201,2201,"c/o EMPRESA DE NAVEGACION CARIBE, Edificio Lonja del Comercio, Lamparilla 2, Caja Postal 1784","Havana 1","Cuba",-0- 
4202,2202,"c/o EMPRESA DE NAVEGACION CARIBE, Edificio Lonja del Comercio, Lamparilla 2, Caja Postal 1784","Havana 1","Cuba",-0- 
4203,2203,"c/o MELFI MARINE CORPORATION S.A., Oficina 7, Edificio Senorial, Calle 50, Apartado 31","Panama City 5","Panama",-0- 
4204,2204,"c/o NIPPON CARIBBEAN SHIPPING CO. LTD., 8th Floor, Tsukiji Hosoda Building, 2-1, Tsukiji 2-chome, Chuo-ku","Tokyo","Japan",-0- 
