Issue_Sym_Id,Issue_Short_Nm,Status,Issue_Type_Cd
IMOTE,INTERMOST CORP,ACTIVE,Common Stock
IMSU,IMPACT MEDICAL SOLUT,ACTIVE,Common Stock
IMSZ,"IMMS, INC.",ACTIVE,Common Stock
IMTL,IMAGE TECH LAB INC,ACTIVE,Common Stock
IMTO,INTERMETRO COMMUNICA,ACTIVE,Common Stock
IMTS,INTERACTIVE MOTORSPT,ACTIVE,Common Stock
IMUC,IMMUNOCELLULAR THERA,ACTIVE,Common Stock
IMVS,IMPLANTABLE VISION,ACTIVE,Common Stock
IMYN,IMMUNOSYN CORPORATIN,ELIGIBLE,Common Stock
INAI,ISDERA NORTH AMER,ACTIVE,Common Stock
INBG,INTL BLDG TECH GRP,ACTIVE,Common Stock
INCL,INTERCONTINENTAL RES,ACTIVE,Common Stock
INCM,INNOCOM TECH HLDGS,ACTIVE,Common Stock
INFX,INFINEX VENTURES NEW,ACTIVE,Common Stock
INIS,INTL ISOTOPES INC,ACTIVE,Common Stock
INKS,INKSURE TECHNOLOGIES,ACTIVE,Common Stock
INLM,INTL MONETRY SYS LTD,ACTIVE,Common Stock
INMG,INTEGRATED MGMT INFO,ACTIVE,Common Stock
INNU,"INNUITY, INC.",ACTIVE,Common Stock
INPAP,INTL PAPER CO $4 PFD,ACTIVE,Preferred Stock
INRA,INNOVA ROBOTICS & AU,ACTIVE,Common Stock
INSA,INVISA INC,ACTIVE,Common Stock
INTP,INTEGRATED PHARM INC,ACTIVE,Common Stock
INTZ,INTRUSION INC,ACTIVE,Common Stock
INVI,INTEGRAL VISION INC,ACTIVE,Common Stock
INVP,INNOVATIVE CSMR PROD,ACTIVE,Common Stock
IOFB,IOWA FIRST BANCSHS,ACTIVE,Common Stock
IOMG,I/O MAGIC CORP,ACTIVE,Common Stock
IONN,ION NETWORKS INC,ACTIVE,Common Stock
IOPM,INTRAOP MEDICAL CORP,ACTIVE,Common Stock
IOTNP,IONATRON INC CV PFD,ACTIVE,Preferred Stock
IPLY,INTERPLAY ENT CORP,ACTIVE,Common Stock
IPMN,IMPERIAL PETROLEUM,ACTIVE,Common Stock
IPOR,IPORUSSIA INC,ACTIVE,Common Stock
IPURE,INNOVA PURE WATER,ACTIVE,Common Stock
IPWG,INTERNATIONAL PWR,ACTIVE,Common Stock
IQMC,IQ MICRO INC,ACTIVE,Common Stock
IRBL,"INROB TECH, LTD.",ACTIVE,Common Stock
IRBO,IR BIOSCIENCES INC,ACTIVE,Common Stock
IRGB,IRON & GLASS BANCORP INC,ACTIVE,Common Stock
IRLD,IRELAND INC,ACTIVE,Common Stock
IRNS,IRONSTONE GROUP INC NEW,ACTIVE,Common Stock
ISAC,IC ISAACS & CO,ACTIVE,Common Stock
ISAT,ISA INTERNATIONAL,ACTIVE,Common Stock
ISCB,INTL SPEEDWAY CL B,ACTIVE,Common Stock
ISCO,INTL STEM CELL CORP,ACTIVE,Common Stock
ISCR,INSTACARE CORP,ACTIVE,Common Stock
ISEC,ISECURETRAC,ACTIVE,Common Stock
ISEE,EMERGING VISION,ACTIVE,Common Stock
ISGT,INSIGHT HLTH SVC HLD,ACTIVE,Common Stock
ISHM,INFOSEARCH MEDIA INC,ACTIVE,Common Stock
ISSG,INTL SMART SOURCING,ACTIVE,Common Stock
ISSGW,INTL SMART SOURCE WT,ACTIVE,Warrant
ISWI,INTERACTIVE SYSTEMS,ACTIVE,Common Stock
ISYM,INNER SYSTEMS  INC,ACTIVE,Common Stock
ITCD,ITC DELTACOM INC,ACTIVE,Common Stock
ITDN,INTERDYNE CO NEW,ACTIVE,Common Stock
ITEX,ITEX CORP,ACTIVE,Common Stock
ITGL,IT GROUP HOLDINGS,ACTIVE,Common Stock
ITKG,INTEGRAL TECHNLGS INC,ACTIVE,Common Stock
ITLI,"INTELLIGENTIAS, INC.",ACTIVE,Common Stock
ITNF,INTERNET INFINITY INC,ACTIVE,Common Stock
ITNS,ITONIS INC,ACTIVE,Common Stock
ITPD,INTREPID HOLDINGS,ACTIVE,Common Stock
ITRO,ITRONICS INC,ACTIVE,Common Stock
ITSI,INTL LOTT & TOTL SYS,ACTIVE,Common Stock
ITTV,INTERACTIVE TV NETWK,ACTIVE,Common Stock
ITUI,I2 TELECOM INTL INC,ACTIVE,Common Stock
ITVA,INTERVIA INC,ACTIVE,Common Stock
ITXN,INTERNATIONAL TEXTIL,ACTIVE,Common Stock
IUSI,INFRABLUE US INC,ACTIVE,Common Stock
IVCM,IVI COMMUNICATIONS,ACTIVE,Common Stock
IVDNQ,INNOVATIVE DESIGNS,ACTIVE,Common Stock
IVEO,IVECON CORPORATION,ACTIVE,Common Stock
IVIT,INVICTA GROUP INC,ACTIVE,Common Stock
IVME,IN VERITAS MED DIAGN,ACTIVE,Common Stock
IVNM,IVANY MINING INC,ACTIVE,Common Stock
IVOI,IVOICE INC,ACTIVE,Common Stock
IVOT,IVOICE TECH CL A,ACTIVE,Common Stock
IVPH,INNOVIVE PHARMACEUTL,ACTIVE,Common Stock
IWEB,ICEWEB INC,ACTIVE,Common Stock
IWIHF,IWI HOLDING LTD,ACTIVE,Ordinary Shares
IWTT,IWT TESORO CORP,ACTIVE,Common Stock
IWWIE,INFORM WORLDWIDE NEW,ACTIVE,Common Stock
IXMO,IXI MOBILE INC,ACTIVE,Common Stock
IXMOU,IXI MOBILE INC UT,ACTIVE,Unit
IXMOW,IXI MOBILE INC WT,ACTIVE,Warrant
IXOG,INDEX OIL & GAS INC,ACTIVE,Common Stock
IXSBF,INNEXUS BIOTECH CORP,ACTIVE,Ordinary Shares
IYSA,INTELISYS AVIATION,ACTIVE,Common Stock
IZON,INZON CORPORATION,ACTIVE,Common Stock
IZZI,INTEGRATED SEC SYS INC,ACTIVE,Common Stock
JAVO,JAVO BEVERAGE CO INC,ACTIVE,Common Stock
JDMC,JADE MOUNTAIN CORP,ACTIVE,Common Stock
JDOG,JOHN D. OIL AND GAS,ACTIVE,Common Stock
JFGI,JACOBS FINANCIAL GRP,ACTIVE,Common Stock
JFWV,JEFFERSON SEC BK WVA,ACTIVE,Common Stock
JGAC,JAGUAR ACQUISITION,ACTIVE,Common Stock
JGACU,JAGUAR ACQ CP UT,ACTIVE,Unit
JGACW,JAGUAR ACQ CP WT,ACTIVE,Warrant
JGPK,JAGGED PEAK INC,ACTIVE,Common Stock
JKTI,JAKE`S TRUCKING NEW,ACTIVE,Common Stock
JLDV,JOINTLAND DEVELOPMNT,ACTIVE,Common Stock
JLHY,J.L. HALSEY CORP,ACTIVE,Common Stock
JLWT,JANEL WORLD TRADE,ACTIVE,Common Stock
JMAR,J M A R TECHS INC,ACTIVE,Common Stock
JMIH,JUPITER MARINE INTL,ACTIVE,Common Stock
JNGW,JINGWEI INTL LTD,ACTIVE,Common Stock
JNPBU,JUNIPER CONTENT UT B,ACTIVE,Unit
JNPC,JUNIPER CONTENT CORP,ACTIVE,Common Stock
JNPCU,JUNIPER CONTENT UT A,ACTIVE,Unit
JNPCW,JUNIPER CONTENT WT W,ACTIVE,Warrant
JNPCZ,JUNIPER CONTENT WT Z,ACTIVE,Warrant
JNTX,JEANTEX GROUP INC,ACTIVE,Common Stock
JOES,EAT AT JOE'S LTD,ACTIVE,Common Stock
JOMR,JOMAR SPECIALTIES,ACTIVE,Common Stock
JPAK,JPAK GROUP INC.,ACTIVE,Common Stock
JPCI,JPC CAPITAL PARTNERS,ACTIVE,Common Stock
JPNJF,J-PACIFIC GOLD INC,ACTIVE,Ordinary Shares
JUMT,"JUMA TECHNOLOGY, INC",ACTIVE,Common Stock
JUNI,JUNIPER GRP INC,ACTIVE,Common Stock
JUNPE,JUNIPER GROUP PFD,ACTIVE,Preferred Stock
JUVF,JUNIATA VALLEY FINL,ACTIVE,Common Stock
JVEX,JAVA EXPRESS INC,ACTIVE,Common Stock
JYHW,JAYHAWK ENERGY INC,ACTIVE,Common Stock
KABX,KABE EXPLORATION,ACTIVE,Common Stock
KAIH,KAIRE HOLDNGS INC,ACTIVE,Common Stock
KALG,"KAL ENERGY, INC.",ACTIVE,Common Stock
KANA,KANA SOFTWARE INC,ACTIVE,Common Stock
KATY,KATY IND INC,ACTIVE,Common Stock
KBPH,KYTO BIOPHARMA INC,ACTIVE,Common Stock
KCNU,K-CARE NUTRITNL PROD,ACTIVE,Common Stock
KDKN,KODIAK ENERGY INC,ACTIVE,Common Stock
KDSM,KLONDIKE STAR MINERL,ACTIVE,Common Stock
KDUS,CADUS CORP,ACTIVE,Common Stock
KGLK,KINGLAKE RESOURCES,ACTIVE,Common Stock
KHPA,KEY HOSPITALITY ACQ,ACTIVE,Common Stock
KHPAU,KEY HOSP ACQ UT,ACTIVE,Unit
KHPAW,KEY HOSPITALITY WT,ACTIVE,Warrant
KINV,KENTUCKY INVESTORS INC,ACTIVE,Common Stock
KIRY,KIEWIT ROYALTY TRUST,ACTIVE,Common Stock
KKRI,KAYENTA KREATIONS,ACTIVE,Common Stock
KKTI,KIK TECHNOLOGY INTL,ACTIVE,Common Stock
KLIB,KILLBUCK BANCSH (OH),ACTIVE,Common Stock
KMAG,KMA GLOBAL SOLUTIONS,ACTIVE,Common Stock
KMDO,KOMODO INC,ACTIVE,Common Stock
KMKCF,CONTINENTAL MINERALS,ACTIVE,Ordinary Shares
KNBS,KNOBIAS INC,ACTIVE,Common Stock
KNDT,"KINDER TRAVEL, INC.",ACTIVE,Common Stock
KNIN,"K-9 CONCEPTS, INC.",ACTIVE,Common Stock
KNOS,KRONOS ADVANCED TECH,ACTIVE,Common Stock
KOLR,KOLORFUSION INTL INC,ACTIVE,Common Stock
KPPCU,KAPSTONE PAPER UT,ACTIVE,Unit
KRBF,KREIDO BIOFUELS INC,ACTIVE,Common Stock
KRTF,KURRANT FOOD ENTERPR,ACTIVE,Common Stock
KRVR,KARVER INTL INC,ACTIVE,Common Stock
KSBI,KS BANCORP INC (NC),ACTIVE,Common Stock
KSSH,KESSELRING HLDG CORP,ACTIVE,Common Stock
KSYT,KINGSTON SYSTEMS INC,ACTIVE,Common Stock
KTHN,KATAHDIN BANKSHS CP,ACTIVE,Common Stock
KTYB,KENTUCKY BANCSHS,ACTIVE,Common Stock
KWBT,KIWA BIO-TECH PRODS,ACTIVE,Common Stock
KWPW,KEEWATIN WINDPOWER,ACTIVE,Common Stock
KYCN,KEYSTONE CONSOLIDATD,ACTIVE,Common Stock
KYCS,KEYON COMMUNICTN HLD,ACTIVE,Common Stock
LANPF,PLAINTREE SYS INC,ACTIVE,Ordinary Shares
LANW,LANGUAGE ACCESS NTWK,ACTIVE,Common Stock
LBAN,LANDBANK GROUP NEW,ACTIVE,Common Stock
LBMH,LIBERATOR MEDICAL HL,ACTIVE,Common Stock
LBMV,LABURNUM VENTURES,ACTIVE,Common Stock
LBOG,LODGE BAY OIL & GAS,ACTIVE,Common Stock
LBSU,LIBERTY STAR URANIUM,ACTIVE,Common Stock
LCAR,LESCARDEN INC,ACTIVE,Common Stock
LCHL,LION CAPITAL HLDGS,ACTIVE,Common Stock
LCKY,LUCKY STRIKE EXPLOR,ACTIVE,Common Stock
LCNB,LCNB CORPORATION,ACTIVE,Common Stock
LCNIA,LINCOLN INTL CL-A,ACTIVE,Common Stock
LCTZ,LA CORTEZ ENTERPRISE,ACTIVE,Common Stock
LDGIW,LODGIAN INC NEW WT A,ACTIVE,Warrant
LDGIZ,LODGIAN INC NEW WT B,ACTIVE,Warrant
LDTI,LEISURE DIRECT,ACTIVE,Common Stock
LECT,LECTEC CORP,ACTIVE,Common Stock
LEFA,LEE FINE ARTS INC,ACTIVE,Common Stock
LEVC,LEVCOR INTL INC,ACTIVE,Common Stock
LEVP,LEV PHARMACEUTICALS,ACTIVE,Common Stock
LEXO,LEXON TECH INC,ACTIVE,Common Stock
LEYM,LEGACY MINING LTD.,ELIGIBLE,Common Stock
LFBG,LEFT BEHIND GAMES,ACTIVE,Common Stock
LFDG,LITFUNDING CORP,ACTIVE,Common Stock
LFUI,LIFE USA INC,ACTIVE,Common Stock
LFVN,LIFEVANTAGE CORP,ACTIVE,Common Stock
LFXG,LIFE EXCHANGE INC,ELIGIBLE,Common Stock
LGAH,"LGA HOLDINGS, INC.",ACTIVE,Common Stock
LGCC,LEGACY COMMUNICATION,ACTIVE,Common Stock
LGCP,LINCOLN GOLD CORP,ACTIVE,Common Stock
LGDI,LEGEND INTL HLDGS,ACTIVE,Common Stock
LGFT,LONGFOOT COMMUNICATN,ACTIVE,Common Stock
LGHL,LOGICA HOLDINGS INC,ACTIVE,Common Stock
LGMB,LEGEND MOBILE INC,ACTIVE,Common Stock
LGOV,LARGO VISTA GRP LTD,ACTIVE,Common Stock
LGSL,LOGISTICAL SUPPORT,ACTIVE,Common Stock
LGTS,LIGHTSPACE CORP,ACTIVE,Common Stock
LGTSL,LIGHTSPACE WT $1.63,ACTIVE,Warrant
LGTSU,LIGHTSPACE CORP UTS,ACTIVE,Unit
LGTSW,LIGHTSPACE WT $1.00,ACTIVE,Warrant
LGTSZ,LIGHTSPACE WT $1.25,ACTIVE,Warrant
LHSI,LID HAIR STUDIO INTL,ACTIVE,Common Stock
LIBC,LIBERTY BANCORP (CA),ACTIVE,Common Stock
LILM,LILM INC,ELIGIBLE,Common Stock
LINN,LION INC,ACTIVE,Common Stock
LITS,LITTLE SQUAW GOLD MNG CO,ACTIVE,Common Stock
LIXT,LIXTE BIOTECH HLDGS,ACTIVE,Common Stock
LKAI,LKA INTERNATIONAL IN,ACTIVE,Common Stock
LLLI,LAMPERD LESS LETHAL,ACTIVE,Common Stock
LLTI,LASERLOCK TECHS INC,ACTIVE,Common Stock
LMDCF,LINGO MEDIA CORP NEW,ACTIVE,Ordinary Shares
LMEC,LIME ENERGY CO,ACTIVE,Common Stock
LMLG,LAST MILE LOGISTICS,ACTIVE,Common Stock
LNGG,LANGUAGE ENTERPRISES,ACTIVE,Common Stock
LNLT,LIONS GATE LIGHTING,ELIGIBLE,Common Stock
LNXGF,LINUX GOLD CORP,ACTIVE,Ordinary Shares
LOGN,LOGANSPORT FINL CP,ACTIVE,Common Stock
LPBC,LINCOLN PARK BANCORP,ACTIVE,Common Stock
LPET,LIONS PETROLEUM INC,ACTIVE,Common Stock
LPME,LAS PALMAS MOBILE ES,ACTIVE,Common Stock
LPST,LAPIS TECH INC,ACTIVE,Common Stock
LPTC,LEAP TECHNOLOGY INC,ACTIVE,Common Stock
LPTN,LPATH INC,ACTIVE,Common Stock
LPVT,LIPIDVIRO TECH INC,ACTIVE,Common Stock
LQMT,LIQUIDMETAL TECH,ACTIVE,Common Stock
LQST,LEARNING QUEST TECH,ACTIVE,Common Stock
LQWC,LIFEQUEST WORLD CP,ACTIVE,Common Stock
LRNL,LAURIER INTL INC,ACTIVE,Common Stock
LRTC,LORETO CORPORATION,ACTIVE,Common Stock
LSBBP,LSB INDS INC 10% PFD,ACTIVE,Preferred Stock
LSGP,LIGHTING SCIENCE GRP,ACTIVE,Common Stock
LSLU,"LA SOLUCION, INC.",ACTIVE,Common Stock
LSRC,LAS ROCAS MINING CRP,ACTIVE,Common Stock
LTFD,LITTLEFIELD CORP,ACTIVE,Common Stock
LTLB,LITTLE BANK (THE),ACTIVE,Common Stock
LTSC,LIGHTSCAPE TECHS INC,ACTIVE,Common Stock
LTTC,LATTICE INCORPORATED,ACTIVE,Common Stock
LTTV,LATIN AMERICAN TELE,ACTIVE,Common Stock
LTUS,LOTUS PHARMACEUTICAL,ACTIVE,Common Stock
LTVS,LATIN TELEVISION INC,ACTIVE,Common Stock
LTVW,"LIGHTVIEW, INC.",ACTIVE,Common Stock
LTWV,LITEWAVE CORPORATION,ACTIVE,Common Stock
LUCE,LUCAS ENERGY INC,ACTIVE,Common Stock
LUMN,LUMONALL INC,ACTIVE,Common Stock
LUZR,LUZERNE NATL BK CORP,ACTIVE,Common Stock
LVDL,LIVEDEAL INC,ACTIVE,Common Stock
LVFHF,LAS VEGAS FROM HOME,ACTIVE,Ordinary Shares
LVRLF,LIVEREEL MEDIA CORP,ACTIVE,Ordinary Shares
LVWD,"LIVEWORLD, INC.",ELIGIBLE,Common Stock
LWLL,LINKWELL CORPORATION,ACTIVE,Common Stock
LXES,LEXINGTON ENERGY SVC,ACTIVE,Common Stock
LXRA,LEXARIA CORP,ACTIVE,Common Stock
LXRS,LEXINGTON RESOURCES,ACTIVE,Common Stock
LXUN,LEXICON UNITED INC,ELIGIBLE,Common Stock
LYBC,LYONS BANCORP INC,ACTIVE,Common Stock
LYSB,LYNDONBANK (VT),ACTIVE,Common Stock
LYVN,LAYCOR VENTURES CORP,ACTIVE,Common Stock
MACM,MACROCHEM CORP,ACTIVE,Common Stock
MAGAA,MAGNA LAB INC CL A,ACTIVE,Common Stock
MAGY,MAGNITUDE INFO SYS,ACTIVE,Common Stock
MAKU,MAKEUP.COM LIMITED,ACTIVE,Common Stock
MAMM,MAMMATECH CORP,ACTIVE,Common Stock
MANS,MANARIS CORPORATION,ACTIVE,Common Stock
MANW,MOBILE AREA NETWORKS INC,ACTIVE,Common Stock
MAQC,MARKETING ACQUISITN,ACTIVE,Common Stock
MAUG,MAUI GENERAL STORE,ACTIVE,Common Stock
MBDV,MORRIS BUSINESS DEV,ACTIVE,Common Stock
MBIF,MBI FINANCIAL INC,ACTIVE,Common Stock
MBIR,MOBICLEAR INC,ACTIVE,Common Stock
MBKL,METAIRIE BK & TR (LA,ACTIVE,Common Stock
MBKR,MORTGAGEBROKERS.COM,ACTIVE,Common Stock
MBLV,MOBIVENTURES INC,ACTIVE,Common Stock
MBNC,MERCHANTS BANCORP OR,ACTIVE,Common Stock
MBSB,MB SOFTWARE CORP,ACTIVE,Common Stock
MBTG,MILLENNIUM BIOTECHS,ACTIVE,Common Stock
MBTL,MILK BOTTLE CARDS,ACTIVE,Common Stock
MCAM,MONEY CENTERS AMERCA,ACTIVE,Common Stock
MCBN,MARCO COMMUNITY BNCP,ACTIVE,Common Stock
MCEM,MONARCH CEMENT CO,ACTIVE,Common Stock
MCET,MULTICELL TECHS INC,ACTIVE,Common Stock
MCFI,MIDCAROLINA FINL CP,ACTIVE,Common Stock
MCGL,MISCOR GROUP LTD,ACTIVE,Common Stock
MCHB,MECHANICS BK (CA),ACTIVE,Common Stock
MCMV,MICROSMART DEVIC NEW,ACTIVE,Common Stock
MCPH,MIDLAND CAP HLDNGS,ACTIVE,Common Stock
MCRE,MORGAN CREEK ENERGY,ACTIVE,Common Stock
MCTH,MEDICAL CONNECTIONS,ACTIVE,Common Stock
MCTI,MICRO COMPONENT TECH,ACTIVE,Common Stock
MCVI,MEDICALCV INC,ACTIVE,Common Stock
MDER,MED-EMERG INTL INC,ACTIVE,Common Stock
MDEX,MADISON EXPLORATIONS,ACTIVE,Common Stock
MDFI,MEDEFILE INTL INC,ACTIVE,Common Stock
MDNB,MINDEN BANCORP (LA),ACTIVE,Common Stock
MDOR,MAGNUM D OR RESOURCE,ACTIVE,Common Stock
MDPWL,MIDAMERICAN ERGY4.80,ACTIVE,Preferred Stock
MDPWM,MIDAMERICAN EGY 4.35,ACTIVE,Preferred Stock
MDPWN,MIDAMERICAN ERY 3.30,ACTIVE,Preferred Stock
MDRV,MADRONA VENTURES INC,ACTIVE,Common Stock
MDSC,MEDISCIENCE TECH CP,ACTIVE,Common Stock
MDSM,MEDISTEM LABORATORIE,ACTIVE,Common Stock
MDTA,MEGADATA CORP,ACTIVE,Common Stock
MDTU,MED TECH SOLUTIONS I,ACTIVE,Common Stock
MDTV,MDU COMM INTL INC,ACTIVE,Common Stock
MDURN,MDU RES GROUP 4.70,ACTIVE,Preferred Stock
MDURP,MDU RES GROUP 4.50,ACTIVE,Preferred Stock
MDVX,MODAVOX INC,ACTIVE,Common Stock
MDWK,"MDWERKS, INC.",ACTIVE,Common Stock
MEDG,MEDIANET GROUP TECH,ACTIVE,Common Stock
MENB,MENDOCINO BREWING CO,ACTIVE,Common Stock
MENV,MICRON ENVIRO SYSTEM,ACTIVE,Common Stock
MFBP,M&F BANCORP INC,ACTIVE,Common Stock
MFCO,MICROWAVE FILTER C,ACTIVE,Common Stock
MFDB,MUTUAL FEDERAL BCP,ACTIVE,Common Stock
MFIC,MFIC CORP,ACTIVE,Common Stock
MFLW,MONEYFLOW SYS INTL,ACTIVE,Common Stock
MFWO,MAC FILMWORKS INC,ACTIVE,Common Stock
MGEN,MED GEN INC NEW,ACTIVE,Common Stock
MGHA,MINGHUA GRP INTL HLD,ACTIVE,Common Stock
MGLNW,MAGELLAN HLTH WTS,ACTIVE,Warrant
MGNLF,MGN TECHNOLOGIES INC,ACTIVE,Ordinary Shares
MGNU,MAGNUS INTL RESOURCE,ACTIVE,Common Stock
MGOF,MANGOSOFT INC NEW,ACTIVE,Common Stock
MGRW,MARINE GROWTH VENTUR,ACTIVE,Common Stock
MGST,MAGSTAR TECHNOLOGIES,ACTIVE,Common Stock
MGUY,MOGUL ENERGY INTL,ACTIVE,Common Stock
MGWSF,MEGAWEST ENERGY CORP,ACTIVE,Ordinary Shares
MHAS,MINHAS ENERGY CONSUL,ACTIVE,Common Stock
MHBC,MICHIGAN HERITAGE BANCORP INC,ACTIVE,Common Stock
MHII,MARSHALL HLDGS INTL,ACTIVE,Common Stock
MHME,MOST HOME CORP,ACTIVE,Common Stock
MICG,MICROFIELD GROUP INC,ACTIVE,Common Stock
MIDC,MIDNIGHT CANDLE CO,ACTIVE,Common Stock
MIGO,MIGO SOFTWARE INC,ACTIVE,Common Stock
MIHI,MEDINA INTL HOLDINGS,ACTIVE,Common Stock
MIIS,MICROISLET INC,ACTIVE,Common Stock
MILV,MISTRAL VENTURES INC,ACTIVE,Common Stock
MISS,MISSION CMNTY BANCP,ACTIVE,Common Stock
MITD,"MIT HOLDING, INC.",ACTIVE,Common Stock
MITK,MITEK SYSTEMS INC,ACTIVE,Common Stock
MIVT,MIV THERAPEUTICS INC,ACTIVE,Common Stock
MJOG,MAJESTIC OIL & GAS,ACTIVE,Common Stock
MKED,MAR KED MINERAL EXPL,ACTIVE,Common Stock
MKGBB,MIDDLE KINGDOM CL B,ACTIVE,Common Stock
MKGBU,MIDDLE KINGDOM UT B,ACTIVE,Unit
MKGBW,MIDDLE KINGDOM WT B,ACTIVE,Warrant
MKGD,MIDDLE KINGDOM,ACTIVE,Common Stock
MKGDU,MIDDLE KINGDOM UT A,ACTIVE,Unit
MKGDW,MIDDLE KINGDOM WT A,ACTIVE,Warrant
MKRS,MIKROS SYS CORP,ACTIVE,Common Stock
MLER,MOLLER INTL INC,ACTIVE,Common Stock
MLEX,MALEX INC,ACTIVE,Common Stock
MLGF,MALAGA FINANCIAL CP,ACTIVE,Common Stock
MLKNA,MEDLINK INTL INC A,ACTIVE,Common Stock
MLOBF,MELO BIOTECHNOLG HLD,ACTIVE,Ordinary Shares
MLPH,MOLECULAR PHARMACOL,ACTIVE,Common Stock
MLSS,MILESTONE SCIENTIFIC,ACTIVE,Common Stock
MLSSW,MILESTONE SC WARRANT,ACTIVE,Warrant
MLTC,MELT INC,ACTIVE,Common Stock
MLVI,MORTLOCK VENTURES,ACTIVE,Common Stock
MMAI,MMA MEDIA INC,ACTIVE,Common Stock
MMAM,MEDICAL MAKEOVER CP,ACTIVE,Common Stock
MMBI,MERCHANTS & MFR BANCORPORATION,ACTIVE,Common Stock
MMCV,MICROMED CARDIOVASCU,ACTIVE,Common Stock
MMDA,MEGA MEDIA GROUP INC,ACTIVE,Common Stock
MMGC,MONTANA MINING CORP,ACTIVE,Common Stock
MMGP,"MM2 GROUP, INC CL A",ACTIVE,Common Stock
MMGW,MASS MEGAWAT WIND PW,ACTIVE,Common Stock
MMIO,MARMION INDUSTRIES,ACTIVE,Common Stock
MMRSF,MADISON MINERALS INC,ACTIVE,Ordinary Shares
MMTC,MICRO IMAGING TECH,ACTIVE,Common Stock
MMTIF,MICROMEM TECH INC,ACTIVE,Ordinary Shares
MMTRS,MILLS MUSIC TR UNIT,ACTIVE,Unit
MMTS,MULTI-MEDIA TUT SVCS,ACTIVE,Common Stock
MMTV,MEDICAL MEDIA TV INC,ACTIVE,Common Stock
MNAP,MANAS PETROLEUM CORP,ACTIVE,Common Stock
MNBC,MNB CORP (BANGOR PA),ACTIVE,Common Stock
MNBO,MNB HOLDINGS CORP CA,ACTIVE,Common Stock
MNBT,MOUNTAIN NATL BSH TN,ACTIVE,Common Stock
MNBX,MADISON NATL BK (NY),ACTIVE,Common Stock
MNCS,MANCHESTER INC,ACTIVE,Common Stock
MNEAF,MINERA ANDES INC,ACTIVE,Ordinary Shares
MNESP,MINE SAFETY APPL 4.5,ACTIVE,Preferred Stock
MNHN,MANHATTAN BANCORP,ACTIVE,Common Stock
MNKB,MONADNOCK BANCORP,ACTIVE,Common Stock
MNMN,MONUMENT RES INC,ACTIVE,Common Stock
MNSB,MAINSTREET BK (VA),ACTIVE,Common Stock
MNUM,MONUMENTAL MKTNG INC,ACTIVE,Common Stock
MNVN,MONDIAL VENTURES INC,ACTIVE,Common Stock
MOBL,MOBILEPRO CORP,ACTIVE,Common Stock
MOBT,MOUNTAIN 1ST B&T NC,ACTIVE,Common Stock
MODG,MODIGENE INC,ACTIVE,Common Stock
MODM,MODERN MEDICAL MODAL,ACTIVE,Common Stock
MOKB,MISSION OAKS BANCORP,ACTIVE,Common Stock
MOKTL,MISSOURI KANS TEX RR CERTFS,ACTIVE,Other Securities
MOLB,MOTHER LODE BK CA,ACTIVE,Common Stock
MORX,"MORLEX, INC.",ACTIVE,Common Stock
MOSH,MESA OFFSHORE TRUST,ACTIVE,Common Stock
MOVT,MOTIVNATION INC,ACTIVE,Common Stock
MPAD,MICROPAC INDUSTRIES INC,ACTIVE,Common Stock
MPBK,METROPACIFIC BANK CA,ACTIVE,Common Stock
MPHL,MARINE PARKING HLDGS,ACTIVE,Common Stock
MPML,MPM TECHS INC,ACTIVE,Common Stock
MPRWL,MISSISSIPPI PWR CO 4.40 PFD,ACTIVE,Preferred Stock
MPRWP,MISSISSIPPI PWR CO 4.60 PFD,ACTIVE,Preferred Stock
MPSR,MARIPOSA RESOURCES,ACTIVE,Common Stock
MPXP,MAPLE MOUNTAIN EXPLO,ACTIVE,Common Stock
MQOZ,"MY QUOTE ZONE, INC.",ACTIVE,Common Stock
MRAB,MIRAE BANCORP (CA),ACTIVE,Common Stock
MRDAF,MERIDIAN CO LTD,ACTIVE,Ordinary Shares
MRDDF,MIRANDA GOLD CORP,ACTIVE,Ordinary Shares
MRED,MEDIAREADY INC,ACTIVE,Common Stock
MREE,MAINSTREET BANKSH VA,ACTIVE,Common Stock
MRES,M45 MINING RESOURCES,ACTIVE,Common Stock
MRFD,MORGANS FOODS INC,ACTIVE,Common Stock
MRHD,MERILUS INC NEW,ACTIVE,Common Stock
MRPI,MERA PHARMA NEW,ACTIVE,Common Stock
MSBC,MISSION BANCORP (CA),ACTIVE,Common Stock
MSBT,MEDASORB TECHNOLOGS,ACTIVE,Common Stock
MSFN,MAINSTREET FINANCIAL,ACTIVE,Common Stock
MSGI,MSGI SECURITY SOL,ACTIVE,Common Stock
MSHI,MSTI HOLDINGS INC,ACTIVE,Common Stock
MSMT,MEDICAL SOLUTION MGT,ACTIVE,Common Stock
MSPWP,MISSISSIPPI PWR CO 4.72 PFD,ACTIVE,Preferred Stock
MSSI,MEDICAL STAFFING SOL,ACTIVE,Common Stock
MSTF,MONARCH STAFFING,ACTIVE,Common Stock
MSVB,MID-SOUTHN SVG BK IN,ACTIVE,Common Stock
MTBR,METABOLIC RESEARCH,ACTIVE,Common Stock
MTEC,MAILTEC INC,ACTIVE,Common Stock
MTGC,MORTGAGE ASSISTANCE,ACTIVE,Common Stock
MTKN,MACHINETALKER INC,ACTIVE,Common Stock
MTTG,MATERIAL TECHS INC A,ACTIVE,Common Stock
